Unnamed: 0,ID,goods_url,reviews_url
,2-000000,https://www.amazon.es/Nespresso-Zenius-Professional/dp/B00AVZH7G4/ref=sr_1_26?dib=eyJ2IjoiMSJ9.fMc8TYoI2itpVTdEBhTCTq-xtcUPmYXe6ejKA15lo565gjT05D9PPO1-eTBY50wr2yfadlDiuTvavKr6drR_CaSfikXLcCx3dHnzSPJIWpeExkaGIw10XJ3XbaXAn8TxjyilBhVeeIsdMIOWiR-x80tPh1Y5hiYnewbKla6FFZafSv3Mw8VteRJ95y3CB-6gEMzyTQ0a9XSR1A_7CCvhBU09F4Yk4_HzmrhnB2GaAKHBtmw88boVCNURTBnKm8_VI4Ow-nT7oBL5PQ6fOSyX0SSD606aA6ht--aDmx9XdzM.c5xjduiJFv4aHYRMoOU_CLDbns3x4ctUxBjxbAkskdk&dib_tag=se&qid=1723372293&s=kitchen&sr=1-26,https://www.amazon.es/Nespresso-Zenius-Professional/product-reviews/B00AVZH7G4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000001,https://www.amazon.es/Lavazza-Independiente-Semi-autom%C3%A1tica-M%C3%A1quina-c%C3%A1psulas/dp/B01IBNX50E/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_1_7/262-2739010-6039420?pd_rd_w=3xEh8&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c%3Aamzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=04T1GBQNGDFMH8819N0Q&pd_rd_wg=ZiMwC&pd_rd_r=663ba679-3c59-4d56-afe2-3626f106af5e&pd_rd_i=B01IBNX50E&th=1,https://www.amazon.es/Lavazza-Independiente-Semi-autom%C3%A1tica-M%C3%A1quina-c%C3%A1psulas/product-reviews/B01IBNX50E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000002,https://www.amazon.es/Bosch-TAS6004-Tassimo-Way-SensorTouch/dp/B0749Q6LRQ/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_1_4/262-2739010-6039420?pd_rd_w=1pF5F&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c:amzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=RBXSK7NYTA6R6CPRH0ZR&pd_rd_wg=REf7i&pd_rd_r=21dfdfe4-0382-41fe-91a6-c395a7ac1112&pd_rd_i=B0749Q6LRQ&psc=1,https://www.amazon.es/Bosch-TAS6004-Tassimo-Way-SensorTouch/product-reviews/B0749Q6LRQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000003,https://www.amazon.es/Bosch-TAS6502-Cafetera-c%C3%A1psulas-litros/dp/B0857Z91PY/ref=pd_sbs_d_sccl_4_1/262-2739010-6039420?pd_rd_w=ZdN4l&content-id=amzn1.sym.f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_p=f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_r=B0S7FZCWZ3PYN2H8FZ7V&pd_rd_wg=XPynR&pd_rd_r=11332f5e-f85c-4b66-9d8c-2bb844e92054&pd_rd_i=B0857Z91PY&th=1,https://www.amazon.es/Bosch-TAS6502-Cafetera-c%C3%A1psulas-litros/product-reviews/B0857Z91PY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000004,https://www.amazon.es/DeLonghi-EDG110-WB-Cafetera-C%C3%A1psulas-Super-Compacto/dp/B0CL6KFMR5/ref=pd_dp_d_dp_dealz_related_d_sccl_3_1/262-2739010-6039420?pd_rd_w=t89ai&content-id=amzn1.sym.443eea78-60f4-4161-8b7d-eaf63660c598&pf_rd_p=443eea78-60f4-4161-8b7d-eaf63660c598&pf_rd_r=S75PM9AD084XKGHV2QCM&pd_rd_wg=6z1q7&pd_rd_r=0fe72505-74ce-4d4d-96a4-4fea76f6fb96&pd_rd_i=B0CL6KFMR5&psc=1,https://www.amazon.es/DeLonghi-EDG110-WB-Cafetera-C%C3%A1psulas-Super-Compacto/product-reviews/B0CL6KFMR5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000005,https://www.amazon.es/CONQUECO-Cafetera-Port%C3%A1til-C%C3%A1psula-Espresso/dp/B0C1B4DR8C/ref=pd_dp_d_dp_dealz_related_d_sccl_3_3/262-2739010-6039420?pd_rd_w=t89ai&content-id=amzn1.sym.443eea78-60f4-4161-8b7d-eaf63660c598&pf_rd_p=443eea78-60f4-4161-8b7d-eaf63660c598&pf_rd_r=S75PM9AD084XKGHV2QCM&pd_rd_wg=6z1q7&pd_rd_r=0fe72505-74ce-4d4d-96a4-4fea76f6fb96&pd_rd_i=B0C1B4DR8C&th=1,https://www.amazon.es/CONQUECO-Cafetera-Port%C3%A1til-C%C3%A1psula-Espresso/product-reviews/B0C1B4DR8C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000006,https://www.amazon.es/Bosch-TAS1107-Tassimo-Style-totalmente/dp/B08D9NRCZ5/ref=pd_sbs_d_sccl_4_2/262-2739010-6039420?pd_rd_w=ZdN4l&content-id=amzn1.sym.f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_p=f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_r=B0S7FZCWZ3PYN2H8FZ7V&pd_rd_wg=XPynR&pd_rd_r=11332f5e-f85c-4b66-9d8c-2bb844e92054&pd_rd_i=B08D9NRCZ5&psc=1,https://www.amazon.es/Bosch-TAS1107-Tassimo-Style-totalmente/product-reviews/B08D9NRCZ5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000007,https://www.amazon.es/Nespresso-Krups-Inissia-XN1005-Cafetera/dp/B00GOIKMSC/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_2_3/262-2739010-6039420?pd_rd_w=eDqPO&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c:amzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=KS9G81H57X02RX5K0WHN&pd_rd_wg=gajfX&pd_rd_r=94db841f-cc02-47a3-94b4-262b6264ecc0&pd_rd_i=B00GOIKMSC&psc=1,https://www.amazon.es/Nespresso-Krups-Inissia-XN1005-Cafetera/product-reviews/B00GOIKMSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000008,https://www.amazon.es/Nespresso-DeLonghi-EN-80BAE-Cafetera-autom%C3%A1tico/dp/B00IALN0GW/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_2_9/262-2739010-6039420?pd_rd_w=eDqPO&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c%3Aamzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=KS9G81H57X02RX5K0WHN&pd_rd_wg=gajfX&pd_rd_r=94db841f-cc02-47a3-94b4-262b6264ecc0&pd_rd_i=B00IALN0GW&th=1,https://www.amazon.es/Nespresso-DeLonghi-EN-80BAE-Cafetera-autom%C3%A1tico/product-reviews/B00IALN0GW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000009,https://www.amazon.es/Didiesse-Revolution-m%C3%A1quina-monodosis-Brillante/dp/B07B38MPX9/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_2_10/262-2739010-6039420?pd_rd_w=eDqPO&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c:amzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=KS9G81H57X02RX5K0WHN&pd_rd_wg=gajfX&pd_rd_r=94db841f-cc02-47a3-94b4-262b6264ecc0&pd_rd_i=B07B38MPX9&psc=1,https://www.amazon.es/Didiesse-Revolution-m%C3%A1quina-monodosis-Brillante/product-reviews/B07B38MPX9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000010,https://www.amazon.es/Lavazza-Independiente-Semi-autom%C3%A1tica-M%C3%A1quina-c%C3%A1psulas/dp/B01IBNX50E/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_2_6/262-2739010-6039420?pd_rd_w=BAf1n&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c%3Aamzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=WDJ845E9D7WBJEQT4VDZ&pd_rd_wg=94TBb&pd_rd_r=ac595c56-d4f0-4f8a-bedd-b19df50a1923&pd_rd_i=B01IBNX50E&th=1,https://www.amazon.es/Lavazza-Independiente-Semi-autom%C3%A1tica-M%C3%A1quina-c%C3%A1psulas/product-reviews/B01IBNX50E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000011,https://www.amazon.es/Nespresso-Krups-Inissia-XN1005-Cafetera/dp/B00GOIKMSC/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_2_4/262-2739010-6039420?pd_rd_w=28g2g&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c:amzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=X9D44DM4AWW471PPX4ZN&pd_rd_wg=5UuS7&pd_rd_r=c86280b3-efe2-4592-a1b8-57082fc53920&pd_rd_i=B00GOIKMSC&psc=1,https://www.amazon.es/Nespresso-Krups-Inissia-XN1005-Cafetera/product-reviews/B00GOIKMSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000012,https://www.amazon.es/Didiesse-Revolution-m%C3%A1quina-monodosis-blanco/dp/B07B3B22HW/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_2_11/262-2739010-6039420?pd_rd_w=eDqPO&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c:amzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=KS9G81H57X02RX5K0WHN&pd_rd_wg=gajfX&pd_rd_r=94db841f-cc02-47a3-94b4-262b6264ecc0&pd_rd_i=B07B3B22HW&psc=1,https://www.amazon.es/Didiesse-Revolution-m%C3%A1quina-monodosis-blanco/product-reviews/B07B3B22HW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000013,https://www.amazon.es/TAS6507-Bosch-totalmente-autom%C3%A1tica-preparaci%C3%B3n/dp/B0857Z9JQB/ref=pd_sbs_d_sccl_4_3/262-2739010-6039420?pd_rd_w=ZdN4l&content-id=amzn1.sym.f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_p=f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_r=B0S7FZCWZ3PYN2H8FZ7V&pd_rd_wg=XPynR&pd_rd_r=11332f5e-f85c-4b66-9d8c-2bb844e92054&pd_rd_i=B0857Z9JQB&th=1,https://www.amazon.es/TAS6507-Bosch-totalmente-autom%C3%A1tica-preparaci%C3%B3n/product-reviews/B0857Z9JQB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000014,https://www.amazon.es/Bosch-TAS3208-Tassimo-Suny-monodosis/dp/B07X1LNXLJ/ref=pd_sbs_d_sccl_4_4/262-2739010-6039420?pd_rd_w=ZdN4l&content-id=amzn1.sym.f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_p=f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_r=B0S7FZCWZ3PYN2H8FZ7V&pd_rd_wg=XPynR&pd_rd_r=11332f5e-f85c-4b66-9d8c-2bb844e92054&pd_rd_i=B07X1LNXLJ&psc=1,https://www.amazon.es/Bosch-TAS3208-Tassimo-Suny-monodosis/product-reviews/B07X1LNXLJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000015,https://www.amazon.es/Bosch-TAS6004-Tassimo-Way-SensorTouch/dp/B0749Q6LRQ/ref=pd_rhf_dp_s_ci_mcx_mr_hp_d_d_sccl_1_4/262-2739010-6039420?pd_rd_w=1pF5F&content-id=amzn1.sym.2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c%3Aamzn1.symc.1b44a113-f80b-4bad-946d-45e84e3d8ccf&pf_rd_p=2adfe069-aaa5-4e37-835c-3cf2b9ca2b2c&pf_rd_r=RBXSK7NYTA6R6CPRH0ZR&pd_rd_wg=REf7i&pd_rd_r=21dfdfe4-0382-41fe-91a6-c395a7ac1112&pd_rd_i=B0749Q6LRQ&th=1,https://www.amazon.es/Bosch-TAS6004-Tassimo-Way-SensorTouch/product-reviews/B0749Q6LRQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
,2-000016,https://www.amazon.es/DeLonghi-Dolce-Gusto-Ajustable-EDG225-W/dp/B096KBQ1N4/ref=pd_sbs_d_sccl_4_15/262-2739010-6039420?pd_rd_w=ZdN4l&content-id=amzn1.sym.f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_p=f50ccf5c-eec8-411a-9eba-1be2da20448a&pf_rd_r=B0S7FZCWZ3PYN2H8FZ7V&pd_rd_wg=XPynR&pd_rd_r=11332f5e-f85c-4b66-9d8c-2bb844e92054&pd_rd_i=B096KBQ1N4&th=1,https://www.amazon.es/DeLonghi-Dolce-Gusto-Ajustable-EDG225-W/product-reviews/B096KBQ1N4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
