title,rating,body,author,date
Marian Romero,"5,0 de 5 estrellas","Hace el café lentamente y sale muy bueno.
Pese a sus dimensiones no ocupa mucho espacio.
Cumple con mis expectativas",Mª Angeles Romero Gómez,Revisado en España el 26 de agosto de 2017
justo lo que buscaba,"5,0 de 5 estrellas","me gusta esta parca mucho, tuve en casa una cafetera de la misma marca y me duro mucho por lo que he decidido continuar y comprarme un modelo mas nuevo.",rafa94,Revisado en España el 5 de agosto de 2017
Buena cafetera,"4,0 de 5 estrellas",Muy cómoda y práctica. Fácil de usar. Cuesta un poco lavar la cafetera porque la boca es estrecha pero en general muy buena compra.,Cliente Kindle,Revisado en España el 13 de abril de 2017
rowenta ct 3818,"3,0 de 5 estrellas","La cafetera llegó bien, pero no traia ninguna hoja o folleto con las instrucciones acerca de su funcionamiento, y es demasiado grande",carmen,Revisado en España el 15 de marzo de 2017
Grata sorpresa.,"5,0 de 5 estrellas","Una máquina estupenda, buenos materiales y la jarra termo va genial para mantener calentito el café unas dos horas! Muy contenta con la compra.",schraply,Revisado en España el 21 de noviembre de 2016
Preciosa y buena,"5,0 de 5 estrellas","Me encanta la cafetera!! Sin duda la volvería a comprar. El termo tiene gran capacidad, y aguanta el café caliente un montón de tiempo. No tarda nada en calentar el agua, lo tienes echo en un plis plas. Es de fácil limpieza, ya que se desmonta, he de decir que uso filtros de papel, para prevenir que se atasque. La jarra no gotea por lo que no tienes que andar con la servilleta. Y lo mejor de todo es que apaga sola, una vez que el café está listo. Tiene un diseño precioso, se ve de calidad tanto la cafetera como el termo, el que por cierto, una vez echo el café, no te quema ni la base. Perfecto!!!",BCL,Revisado en España el 20 de noviembre de 2016
"bonita, calidad superior y buena marca","5,0 de 5 estrellas","he tenido anteriormente una rowenta que me ha durado 25 años, espero que esta me dure lo mismo; la marca es de garantía y se nota la diferencia de calidad con la HKoening stewar que había comprado. la cafetera termo mantiene el café muy caliente y tiene mucha capacidad. se nota que es rowenta.",antonio garcia legarreta,Revisado en España el 5 de marzo de 2016
Mi cafetera,"5,0 de 5 estrellas","Me gusta todo, es la tercera que uso, uso diario y dos veces algunos dias, somos cafeteros, la media de vida en de 6 - 8 años, a pleno rendimiento.",Merijou,Revisado en España el 28 de abril de 2024
Recomendable mantiene muy bien el calor y tiene mucha capacidad,"4,0 de 5 estrellas","Negativo:
El termo pesa tanto que no hay forma de saber si queda mucho o poco café (obviamente si has llenado el termo se nota pero si haces 4-6 tazas no se sabe cuánto queda).
La tapa no está alineada bien por lo que la pinza para que se abra el termo y puedas echarte café no está alineada con el asa (nada relevante de todas formas)
Positivo:
Todo lo demás, la relación calidad/precio es muy buena. El café se hace rápido, los acabado son bueno... etc.

Resumen: totalmente recomendable.",Tuvatextil,Revisado en España el 2 de febrero de 2018
Perfecto,"5,0 de 5 estrellas",El producto es exactamente lo que quería.,Eddy Gielens,Revisado en España el 13 de enero de 2024
Buen café por su goteo adecuado,"5,0 de 5 estrellas","Cafetera ideal, estamos encantados. El thermo conserva muy bien el calor. Fácil manejo para echar el agua y meter el filtro para el café. Relación precio/calidad muy buena.",vikinga,Revisado en España el 4 de agosto de 2018
Cumple mis espectativas,"5,0 de 5 estrellas",Llevo un año con ella y muy bien. Cumple mis espectativas. Jarra grande que aguanta bien la temperatura térmica. No tiene placa de calentar el café.,José Antonio García Fragua,Revisado en España el 14 de abril de 2018
Sin una gota fuera y mantiene caliente,"5,0 de 5 estrellas",Estamos muy contentos de esta cafetera. Mantiene el café caliente mucho tiempo.De fácil uso y limpieza. Y no sale ni una gota fuera,Veronique,Revisado en España el 16 de enero de 2018
Que hace cafe,"5,0 de 5 estrellas",Hace su función hace mucho café y está bueno,juanma,Revisado en España el 27 de junio de 2019
SIN REPUESTOS,"1,0 de 5 estrellas","no tiene recambios si se te rompe la jarra isotérmica,tendrás que pedir una nueva cafetera,pues no tienen repuestos, es inaudito en una marca de prestigio como ROWENTA!!!",Jesus Espada Martinez,Revisado en España el 3 de agosto de 2020
Parece robusta y duradera,"5,0 de 5 estrellas",Hace un café muy rico.,Ana Hernández,Revisado en España el 19 de diciembre de 2018
Angela De Viciola,"1,0 de 5 estrellas","El filtro no se puede sacar, no lo devolví porque estuvo unos días sin utilizar la cafetera y cuando me di cuenta era tarde para hacerlo",Angela De Viciola,Revisado en España el 24 de febrero de 2018
