title,rating,body,author,date
Hace el café muy claro muy aguado,"1,0 de 5 estrellas","Cafetera materiales de calidad, pero el café lo hace muy claro casi agua , no consigo darle más consistencia ni cambiando de filtros , ni cambiando de tipo de café. No volvería a comprarla.",RAFA,Revisado en España el 9 de enero de 2024
Cafetera por goteo,"5,0 de 5 estrellas","De muy buena calidad, no hace ruido y muy fácil de limpiar y apenas deja olores y restos de café.
La recomiendo 100%",Antón,Revisado en España el 16 de diciembre de 2023
Jarra defectuosa,"1,0 de 5 estrellas","Durante el primer uso la jarra pierde agua por las juntas.
Entiendo que la jarra está defectuosa. Es una lástima porque pensé que era un buen producto.
He solicitado la devolución, porque quería el reemplazo, pero el personal de amazon parece no entender las cosas.",Sandra,Revisado en España el 25 de noviembre de 2023
Bonita aunque muy grande,"4,0 de 5 estrellas",Hace buen café y es bonita. Ojo que ocupa mucho espacio,Fernando Jimenez,Revisado en España el 1 de octubre de 2023
El termo va muy bien 👌,"5,0 de 5 estrellas",Es casi perfecto 💯 el café se mantiene caliente y sabe bien 😋☕ el café,Alfonso,Revisado en España el 28 de septiembre de 2023
Que mantiene el café caliente por mu ho tiempo,"2,0 de 5 estrellas","La jarra térmica; lo malo es que la cafetera tiene un periodo
de duración muy corto, para ser del precio tan elevado tendría que ser mejor. La primera que me compre me giro 5 meses, hice una reclamación y a los 15 días me la sustituyeron por una nueva, haber cuánto dura, ya lleva cuatro meses de uso . Esperemossssss",Lucia,Revisado en España el 28 de septiembre de 2023
Funciona estupendo,"5,0 de 5 estrellas",No derrama café y se mantiene caliente en la jarra. La función de apagado automático es perfecta para mi que siempre lo olvido. Es maravilloso el aroma del café y puedo sacar la jarra incluso antes de que termine de preparar y volver a colocar para que termine,Reyes Rodriguez Acevedo,Revisado en España el 21 de septiembre de 2023
No está mal,"5,0 de 5 estrellas","Lo compré a 56 leuros en Prime Day después de esperar meses a que la rebajaran e hice bien. Es una cafetera de plástico con un gran termo de acero inoxidable (ahí está la diferencia). Hace buen café siempre que retires el agua sobrante después de hacerlo, porque si no, la siguiente vez sabe a plástico. Detalle importante es que tiene un selector de sabor, más fuerte o más suave. Es fácil de limpiar y hace el café muy rápido. Personalmente, prefiero una cafetera italiana que ocupa menos espacio, pero el tener en unos minutos una jarra de doce tazas que mantiene el café caliente todo el día me quita mucho trabajo. El café sale bueno, de lo contrario ya la hubiera devuelto. Cumple las expectativas.",Minnesota Fats,Revisado en España el 4 de agosto de 2023
Perfecta,"4,0 de 5 estrellas","Estamos en periodo de prueba, pero parece que está muy bien, es súper sencilla, el café está muy rico y para nosotros la jarra termo es un plus.",Elizabeth,Revisado en España el 9 de julio de 2023
⭐⭐⭐⭐⭐,"5,0 de 5 estrellas","Cafetera de muy buena calidad, funciona a la perfección. Jarra grande y mantiene el café caliente horas después de hacerlo. Además tiene la función de autoapagado.",Soraya RB,Revisado en España el 5 de junio de 2023
