num_topics,coherence_score
1,0.4803088153685581
2,0.47358458868144293
3,0.48512853163631847
4,0.47082569862959156
5,0.4551230565268112
6,0.470592834909008
7,0.4775260251699885
8,0.46695065297352156
9,0.46685359865642695
10,0.4686535109515306
11,0.467545335310466
12,0.46671133324397096
13,0.4731449142490837
14,0.4719472278400237
15,0.4705173905682308
16,0.4666044099672386
17,0.4607936143987016
18,0.45479723081289425
19,0.4559192598476023
20,0.4545812797929186
