num_topics,coherence_score
1,0.45104328111902203
2,0.4271592015768006
3,0.4389571234335123
4,0.43604387711632536
5,0.43829113770957073
6,0.4263876146310896
7,0.4043860763056487
8,0.40390008803987754
9,0.4002345624387445
10,0.40394616490650204
11,0.3947656274842938
12,0.3950849722302498
13,0.396998505750912
14,0.3989243598561959
15,0.3985926435854702
16,0.4012486200289942
17,0.40266007769859896
18,0.4021666417837624
19,0.399826867608503
20,0.40082201169661624
