num_topics,coherence_score
1,0.41985361488530837
2,0.48433747822997447
3,0.48189899782636164
4,0.44993424279193783
5,0.4426746354109644
6,0.4415834234562656
7,0.44673470621521144
8,0.45248312730124823
9,0.44860779923409644
10,0.44342954245039934
11,0.44953285665067705
12,0.4549735323489037
13,0.45149304810569724
14,0.4518705747342163
15,0.44508202668068275
16,0.4431967350432269
17,0.4443428896119177
18,0.4506760836656136
19,0.449284091955817
20,0.4456898983362801
