num_topics,coherence_score
1,0.49749566647560906
2,0.4685003027323857
3,0.46337949194145195
4,0.5324241785466776
5,0.4861596041484244
6,0.466193200578674
7,0.49673127760111774
8,0.49311018889854963
9,0.48004322221822693
10,0.5096687006688885
11,0.4933016605235381
12,0.4774703030883263
13,0.49718179538085483
14,0.4639912774894139
15,0.4607401153508056
16,0.4679827388310689
17,0.49068287404470773
18,0.47370160315340787
19,0.434904558063868
20,0.435320076397649
