num_topics,coherence_score
1,0.4634385369598018
2,0.5326236683543426
3,0.4801507206554816
4,0.5304601553628004
5,0.5083430349627864
6,0.5341293011400824
7,0.5419613897520243
8,0.5007255619764226
9,0.5147504807520884
10,0.48913013538856853
11,0.4689399282030076
12,0.5018191149422959
13,0.48591917858437966
14,0.47430300368661904
15,0.46082903242315093
16,0.48855262377392344
17,0.4684597001623304
18,0.4633477890093606
19,0.4332833464531928
20,0.4561167560638369
