num_topics,coherence_score
1,0.4416454898718884
2,0.4682765015201995
3,0.4788115025527662
4,0.4637887020812025
5,0.4503156738692856
6,0.46802861640832033
7,0.4550887219404832
8,0.4389465167246947
9,0.445588685714474
10,0.4495710312138674
11,0.4497570248781663
12,0.43997848091817787
13,0.43404687623644367
14,0.4158193802919455
15,0.42483112778595267
16,0.41962684984303833
17,0.4149762159412219
18,0.39187264300785896
19,0.40747674804168854
20,0.38972810155023485
