title,rating,body,author,date
"Propaganda engañosa, tiene partes de plástico, evitar","1,0 de 5 estrellas",En las fotos y la descripción pone material 100% acero inoxidable y viene con el asa y la pestaña de la tapa de plástico. Encima era un regalo y he quedado fatal. Espero que la podamos devolver.,Cliente Amazon,Revisado en España el 5 de julio de 2024
Cafetera italiana,"1,0 de 5 estrellas","Pésima, al poco de usarla, se le sacó el tornillo que sujeta la tapa con el plástico, y como va roscado en el propio plástico, nunca más ha vuelto a quedar bien fijado. Nunca volveré a gastarme ese dinero en esta cafetera",Tono Fernandez,Revisado en España el 20 de junio de 2024
Calidad china,"2,0 de 5 estrellas",Diseñado en Alemania pero fabricado en China,JaumeS.,Revisado en España el 6 de junio de 2024
Lo que esperaba,"5,0 de 5 estrellas",Funcionó bien en la estufa de convection,Daniela,Revisado en España el 1 de junio de 2024
Muy buena,"5,0 de 5 estrellas","Buen tamaño, da para dos buenos cafés o cuatro espressos , buena terminación y muy robusta",Victor,Revisado en España el 22 de mayo de 2024
Buen producto,"5,0 de 5 estrellas",Ayer lo probamos y nos gustó.,Miguel Valbuena Angarita,Revisado en España el 26 de abril de 2024
Mango de plástico.,"1,0 de 5 estrellas","Compré esta cafetera principalmente porque en teoría era enteramente metálica. Y digo en teoría, porque a pesar de la descripción y fotos del producto, mi sorpresa fue que al abrir el paquete el mango era de plástico. Vale que se puede devolver, pero no deja de ser un engorro. No deberían de permitirse estas cosas.",Juan Carlos,Revisado en España el 23 de abril de 2024
Estafa,"1,0 de 5 estrellas","El producto no es como se muestra en las imágenes. La descripción y las fotografías sugieren un producto totalmente de acero, pero en realidad algunas piezas están hechas de plástico barato. No vale el precio.",Dennis,Revisado en España el 27 de marzo de 2024
Sale flojo el cafe,"3,0 de 5 estrellas",Pensaba que saldría mejor es flojo el cafe,Mihaela,Revisado en España el 20 de marzo de 2024
Una cafetera italiana que hace buen café,"4,0 de 5 estrellas","La cafetera es de buena calidad. Hace un café muy bueno. La que me han enviado tiene el asa un poco torcida.
Más pequeña que lo que aparenta. Las 4 tazas que hace son muy pequeñas, en realidad vale para 2 tazas de café. Se queda manchada con el calor de la vitrocerámica. Seguro será mejor para inducción.",Anónimo,Revisado en España el 12 de marzo de 2024
Cafetera muy buena,"5,0 de 5 estrellas",Cafetera buenísima sin temor que se parta la asa,Dolores garcia limones,Revisado en España el 4 de febrero de 2024
Hace un buen cafe,"5,0 de 5 estrellas",Diseño y buen cafe,Cliente de Kindle,Revisado en España el 3 de enero de 2024
Buena cafetera,"5,0 de 5 estrellas",Bonita y buena,Cliente Amazon,Revisado en España el 22 de diciembre de 2023
ME ENCANTA,"5,0 de 5 estrellas",Muy buena calidad!!!! Y buena calidad precio,Encantado con el pedido,Revisado en España el 12 de diciembre de 2023
Buen producto,"5,0 de 5 estrellas",Muy buen cafe,José,Revisado en España el 25 de noviembre de 2023
