title,rating,body,author,date
Una pasada,"5,0 de 5 estrellas","Esta cafetera es una pasada,hace un café buenísimo(obviamente si disponemos de un buen café) prohibido usar el café torrefacto,ni tampoco usar uno que sea aromático porque luego ese aroma nos quedará ahí una temporada aún cambiando de café
También nos da la oportunidad de hacer diferentes tipos de café desde la pantalla ,ya sea expressso,capuccino,una jarra(para más de 2 personas)café con leche,cortado,agua para infusiones y así hasta 18 tipos distintos
La pantalla te guía paso a paso y es todo muy sencillo,puedes poner el café a tu gusto con sólo unos pequeños ajustes
La aplicación para móvil en mi caso IOS,sin ningún problema y va perfecto
La cafetera hace una limpieza justo al encender y otra limpieza cuando la apagas
La espuma de leche muy buena y consistente,le da un toque muy bueno a los capuccinos
En fin,para mi opinión me parece UNA PASADA de cafetera,es cara si,pero vale cada euro que se paga",andres,Revisado en España el 25 de noviembre de 2022
Intuitiva y de calidad,"5,0 de 5 estrellas","He tenido otras cafeteras automáticas, pero como esta ninguna!!!!
El cafe sale increíble, con una extracción igual que la de un bar, no malgastas cafe como en otras cafeteras de este tipo (Philips por ejemplo).
Muchos tipos de cafés para todos los gustos, puedes personalizar tus cafés, y por perfiles para que cada persona de la casa deje su configuración guardada.
Es una cafetera muy cara es cierto, pero si eres cafetero no te vas a arrepentir, la volvería a comprar sin duda.

Si tuviera que sacarle un ""pero"" diría solo uno, la espuma de la leche es eso... espuma, para conseguir crema de leche tienes que poner el botón al mínimo y ahí si sale perfecto.

Algo que me ha sorprendido mucho es el poco ruido que hace en comparación a otras cafeteras así.
Anteriormente e tenido dos cafeteras automáticas de philips y hacían muchísimo mas ruido que esta, puedes utilizarla sin problema a pesar de que alguien este durmiendo.",Arancha,Revisado en España el 27 de diciembre de 2021
Vale hasta el último euro que pagué. Excelente relación calidad/precio. Lo volvería a comprar.,"5,0 de 5 estrellas","No suelo valorar con cinco estrellas ningún producto pero, en este caso, la cafetera De'Longhi Primadonna Soul ECAM612.55.SB es absolutamente magnífica. Antes, lamentablemente, compré otra cafetera modelo Melitta Barista TS Smart F850-102 por la que pagué casi lo mismo; aquélla de mala relación calidad precio, con un funcionamiento que más bien parecía las Cataratas del Niágara y procedí a devolverla. Me aconsejaron la De'Longhi Primadonna Soul, que tengo desde el 24 noviembre 2021, no he tenido ningún problema con ella y afirmo que es excelente. La calidad de los cafés, cafés con leche, capuccino, etc supera a la de cualquier bar (lógicamente, hay que comprar café en grano de buena calidad siempre natural jamás torrefacto, pues estropearías la cafetera). En mi caso, pagué por la De'Longhi Primadonna 999,00€ iva incluido. Lo bueno no es barato pero un valor de excelencia como éste merece siempre la pena. Cómprenla.",VISEDO ARQUITECTURA Y URBANISMO SLP,Revisado en España el 22 de diciembre de 2021
Muy buena maquina pero no logro a conectar el wifi,"4,0 de 5 estrellas",Excelente maquina de cafe pero nada que logro a conectar el wifi. No me acepta el WiFi de la casa,Ehab F.,Revisado en España el 1 de febrero de 2024
"Artículo defectuoso, tanque de agua con fugas","1,0 de 5 estrellas","Pedí esta máquina en el almacén de Amazon, el pedido tardó más de lo esperado, noté que el tanque de agua estaba goteando después de tapar la máquina durante unas horas, mi cocina estaba toda mojada por el agua que salía de la máquina, lamentablemente tuve que enviar lo devolví por correo, lo que también fue otro dolor para mí porque tuve que pagar por la devolución de la máquina, me quejé con Amazon y me dijeron que me reembolsarían el costo de la devolución y la máquina una vez que reciban el artículo en el almacén, dedos cruzados.
Prefiero decir que es una buena máquina, tal vez sea mejor comprar una nueva.",Boubacar Issa Oumar,Revisado en España el 25 de mayo de 2022
La mejor compra en años,"5,0 de 5 estrellas",Disfrutamos mucho con ella. Nos encanta todo. La llevo usando casi un año,Juan Plasencia,Revisado en España el 25 de marzo de 2024
Sencillez de uso,"5,0 de 5 estrellas","Es muy fácil hacer un buen café, la máquina te va guiando en todo momento, lo único en lo que no he seguido las instrucciones es en el apartado del descalcificado de la máquina ya que al vivir en una ciudad con el agua sin cal no lo he considerado necesario. Una cosa que si hay que hacer es tener un recipiente a mano, cada vez que haces café la máquina hace un limpiado del circuito y para ello tira agua.",Francisco Estébanez Fernandez,Revisado en España el 7 de marzo de 2022
"El funcionamiento de la máquina es el previsto, cumple su cometido","4,0 de 5 estrellas","La cafetera apenas llevamos poco más de un mes y es magnífica en e uso, expedición de los cafés, etc.
Lo que ya no es lo mismo es la distribución por parte de Amazon ya que estamos comprobando que están enviando modelos similares pero no el modelo comprado, es más, estamos investigando si han negociado con De'Longhi un exceso de stock del modelo enviado ECAM 610 en vez del anunciado y comprado la ECAM 612. enviaron una 610 con etiquetado en el embalaje del modelo 612. Y ante la reclamación se evaden de responsabilidades. ¡OJO! recomiendo comprarla directamente al fabricante, aunque en el hecho mencionado puede que sea parte de una negociación comercial dudosa pactada entre ambos",Santiago,Revisado en España el 12 de diciembre de 2022
No es para tanto y cara.,"2,0 de 5 estrellas","Gasta muchísima agua , en limpiezas y demás , siempre hay que estar pendiente de lo de la leche y los depósitos de granos y de posos , lo del agua se llena enseguida , gasta muchísimo café y como salga un error te lo tira a la basura y vuelve a moler. Total que a la hora de hacerte un café solo le das a un botón y listo pero luego hay que estar muy encima de ella con todo . Vengo de una de brazo normal y molino a parte y la echo de menos. Para postre , esta no puede moler el café muy fino y no te sale tan intenso el café como con el molino aparte y la
molienda extra fina. Está cafetera tiene 5 niveles de molienda y al uno es imposible, se atasca y te tira todo el café , al dos te da para hacerte dos cafés y se atasca y al tres te sale aguado y no da problema. Estoy muy descontento con la cafetera para el precio que tiene . En mi opinión no merece la pena , le quedan muchas cosas que mejorar para ser un producto de 5 estrellas.",Manuel,Revisado en España el 4 de septiembre de 2023
Bien en general pero...,"2,0 de 5 estrellas","En general la cafetera funciona bien, hace un buen café y todo correcto salvo el sistema de extracción de leche que funciona cuando quiere. He probado de todo y no consigo saber por qué ocurre así que creo que la devolveré ya que por este precio su funcionamiento debería ser perfecto. Aún así lo he intentado todo incluso he hablado con De'Longhi y su solución es que la lleve al SAT más cercano (si claro, cafetera de 1000 pavos, nueva, la llevo al SAT y me quedo sin ella durante a saber cuánto tiempo para que me la devuelvan igual o peor, no gracias). En fin que es inadmisible por estos precios, lo siento.",Jose,Revisado en España el 6 de diciembre de 2023
