title,rating,body,author,date
Je ne recommande pas,"1,0 de 5 estrellas",Commander à deux reprises et les deux ne fonctionnait pas.,Maxime,Revisado en Francia el 22 de julio de 2022
Satisfaite,"4,0 de 5 estrellas",Très satisfaite. Conforme à la commande. Livraison ultra rapide. Bon emballage,Cat Pjlnt,Revisado en Francia el 20 de agosto de 2018
Recomendable,"5,0 de 5 estrellas",Muy Buenos cafés,Alicia Rodrìguez Blasco,Revisado en España el 24 de marzo de 2024
Muy contento,"5,0 de 5 estrellas",Encantado con la compra hace muy buen café y aconsejo utilizar siempre cápsulas delta recomendable totalmente,jose luis,Revisado en España el 2 de octubre de 2023
Genial,"5,0 de 5 estrellas","La cafetera llegó en perfectas condiciones, es identica a las fotos. De primeras sale poco cafe con la opción de café largo pero lo puedes configurar para que salga la medida de café que quieras. Además tiene una opción para hacer té. Muy contenta",Laura,Revisado en España el 20 de diciembre de 2021
Es genial. Riquísimo el café,"5,0 de 5 estrellas",Ha mejorado respecto al antiguo modelo qool q ahora se pueden poner tazas grandes y se puede programar las dosis para el corto y para el largo. El diseño m gusta también. Y también me resulta más fácil rellenar el depósito de agua. La recomiendo. El café delta es inigualable.,Cliente,Revisado en España el 15 de septiembre de 2021
Excelente,"5,0 de 5 estrellas",Excelente artigo.,Pedro Simões,Revisado en España el 10 de noviembre de 2022
Buena cafetería,"5,0 de 5 estrellas",Es perfecta,Daniel,Revisado en España el 22 de agosto de 2021
"Práctica, fácil de usar y con un diseño muy chulo","5,0 de 5 estrellas",,M Carmen Pretel manso,Revisado en España el 14 de agosto de 2021
Muy bien,"5,0 de 5 estrellas",Hace muy buen café.,silvia abio serena,Revisado en España el 15 de octubre de 2022
Super Produkt. Bin sehr zufrieden!,"5,0 de 5 estrellas",Super Produkt. Bin sehr zufrieden!,Antonio Vilhena,Revisado en Alemania el 25 de enero de 2020
Cafetière,"5,0 de 5 estrellas",Il donne du très bon café L'avantage c'est qu'elle vous offre 3 doses différentes,Lucie CARDONE,Revisado en Francia el 1 de marzo de 2020
Bon produit,"5,0 de 5 estrellas","Tres bon produit rapport qualité prix
Livraison si possible un plu rapide
Merci",Anastasi laurent,Revisado en Francia el 18 de mayo de 2019
