title,rating,body,author,date
Good,"5,0 de 5 estrellas",As a Colombian I love coffee and love doing it w this product!,Elias,Revisado en Alemania el 24 de abril de 2024
Easy to useIt makes,"5,0 de 5 estrellas",It makes a good cup of ground coffee very easy.,RAY,Revisado en Reino Unido el 24 de febrero de 2024
Came with broken lid,"1,0 de 5 estrellas",Top part completely broken off and dangling on the metal rod. The lid itself is not sturdy and doesn't sit properly on the glass and can be easily knocked off with a light touch. Quality is no where near as good as perceived at purchase.,Amika Sakchatchawan,Revisado en Reino Unido el 10 de enero de 2024
Amazing product !!,"5,0 de 5 estrellas","I absolutely love it. Loved the design, how easy is to remove the glass part from the metal holder outside. Works super fine and I use it almost everyday. I truly recommend it!",Gonçalo,Revisado en Reino Unido el 26 de septiembre de 2023
Good percolator,"5,0 de 5 estrellas","Nice colour
Good for my coffee
This was a present.",Roberta Spence,Revisado en Reino Unido el 11 de agosto de 2023
Great,"5,0 de 5 estrellas","Great product, easy to use, good value, washes well. Haven’t stopped using it!!!",GGSS,Revisado en Reino Unido el 19 de julio de 2023
"Product information incorrect. Carafe is not made of glass as claimed, instead made of plastic.","2,0 de 5 estrellas",Product information is incorrect. the carafe is not made from heat resistant borosilicate glass as claimed. It is instead made from plastic which presents problems with cleaning and operation. We have many with glass carafes that function superbly.,Amazon Customer,Revisado en los Estados Unidos el 19 de diciembre de 2022
Looks classy,"5,0 de 5 estrellas",Looks classy,Kaylz,Revisado en Reino Unido el 13 de septiembre de 2022
High quality,"5,0 de 5 estrellas",Great quality from a great brand. Easy to use and feels sturdy and made to last,Libby,Revisado en Reino Unido el 7 de septiembre de 2022
Great jobbie,"5,0 de 5 estrellas",Does exactly what it says it would. Big enough for 2 to 3 mugs worth. Simple to dismantle and clean.,jobbie-hop,Revisado en Reino Unido el 3 de septiembre de 2022
Expected more from Bodum..,"3,0 de 5 estrellas",Looks nice but disappointed the cream parts are plastic.,Mellabel,Revisado en Reino Unido el 1 de septiembre de 2022
Holds enough for 2 cups,"5,0 de 5 estrellas",4 cups if the cups are small cups does not hold the heat,Hetty,Revisado en Reino Unido el 20 de agosto de 2022
