Topic 1
calidad (0.2873)
fácil (0.2750)
buen (0.2645)
precio (0.2231)
usar (0.2097)
sale (0.1661)
limpiar (0.1546)
funciona (0.1494)
producto (0.1487)
bueno (0.1250)
