Topic 1
buen (0.2014)
sale (0.1884)
hacer (0.1529)
fácil (0.1497)
usar (0.1431)
calidad (0.1425)
cafés (0.1307)
precio (0.1280)
cada (0.1247)
uso (0.1233)
